Name,State,lat,lon
KABUPATEN NGADA,NUSA TENGGARA TIMUR,-8.7037352,121.2924998
KABUPATEN ROTE NDAO,NUSA TENGGARA TIMUR,-10.7579354,123.0625893
KABUPATEN SABU RAIJUA,NUSA TENGGARA TIMUR,-10.56286,121.78894
KABUPATEN SIKKA,NUSA TENGGARA TIMUR,-8.691055,122.1653276
KABUPATEN SUMBA BARAT,NUSA TENGGARA TIMUR,-9.6161046,119.4426864
KABUPATEN SUMBA BARAT DAYA,NUSA TENGGARA TIMUR,-9.56216,119.08905
KABUPATEN SUMBA TENGAH,NUSA TENGGARA TIMUR,-9.62941,119.61914
KABUPATEN SUMBA TIMUR,NUSA TENGGARA TIMUR,-9.8342576,120.2094194
KABUPATEN TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR,-9.83333,124.16667
KABUPATEN TIMOR TENGAH UTARA,NUSA TENGGARA TIMUR,-9.33136,124.51904
KOTA KUPANG,NUSA TENGGARA TIMUR,-10.1632209,123.6017755
KABUPATEN BANTAENG,SULAWESI SELATAN,-5.5428215,119.932609
KABUPATEN BARRU,SULAWESI SELATAN,-4.5002,119.6862
KABUPATEN BONE,SULAWESI SELATAN,-4.5377,120.2163
KABUPATEN BULUKUMBA,SULAWESI SELATAN,-5.5518642,120.1923864
KABUPATEN ENREKANG,SULAWESI SELATAN,-3.4880125,119.8658463
KABUPATEN GOWA,SULAWESI SELATAN,-5.16667,119.66667
KABUPATEN JENEPONTO,SULAWESI SELATAN,-5.4931474,119.5771474
KABUPATEN KEPULAUAN SELAYAR,SULAWESI SELATAN,-7.3014876,120.9626595
KABUPATEN LUWU,SULAWESI SELATAN,-2.5577,121.3242
KABUPATEN LUWU TIMUR,SULAWESI SELATAN,-2.50957,120.3978
KABUPATEN LUWU UTARA,SULAWESI SELATAN,-2.5951257,120.2562544
KABUPATEN MAROS,SULAWESI SELATAN,-4.9759,119.6077
KABUPATEN PANGKAJENE DAN KEPULAUAN,SULAWESI SELATAN,-4.7827,119.5506
KABUPATEN PINRANG,SULAWESI SELATAN,-3.7932568,119.6528692
KABUPATEN SIDENRENG RAPPANG,SULAWESI SELATAN,-4,119.83333
KABUPATEN SINJAI,SULAWESI SELATAN,-5.1812,120.1334
KABUPATEN SOPPENG,SULAWESI SELATAN,-4.3842,119.89
KABUPATEN TAKALAR,SULAWESI SELATAN,-5.3871,119.4511
KABUPATEN TANA TORAJA,SULAWESI SELATAN,-1.4478139,119.892804
KABUPATEN TORAJA UTARA,SULAWESI SELATAN,-2.92738,119.79218
KABUPATEN WAJO,SULAWESI SELATAN,-4.0212,120.1881
KOTA MAKASSAR,SULAWESI SELATAN,-5.1342962,119.4124282
KOTA PALOPO,SULAWESI SELATAN,-2.99964,120.1291209
KOTA PAREPARE,SULAWESI SELATAN,-4.0057055,119.6236101
KABUPATEN BOALEMO,GORONTALO,0.62689,122.3568
KABUPATEN BONE BOLANGO,GORONTALO,0.5725752,123.0993748
KABUPATEN GORONTALO,GORONTALO,0.5384433,123.0594971
KABUPATEN GORONTALO UTARA,GORONTALO,0.54921265,123.099570047697
KABUPATEN POHUWATO,GORONTALO,0.4492,121.939
KOTA GORONTALO,GORONTALO,0.5384433,123.0594971
KABUPATEN BERAU,KALIMANTAN TIMUR,1.75,117.5
KABUPATEN KUTAI BARAT,KALIMANTAN TIMUR,-0.59417,115.51575
KABUPATEN KUTAI KARTANEGARA,KALIMANTAN TIMUR,-0.417418,116.989914518762
KABUPATEN KUTAI TIMUR,KALIMANTAN TIMUR,0.3568093,117.26563388681
KABUPATEN MAHAKAM HULU,KALIMANTAN TIMUR,0.37822,115.38048
KABUPATEN PASER,KALIMANTAN TIMUR,-1.43517,116.23535
KABUPATEN PENAJAM PASER UTARA,KALIMANTAN TIMUR,-1.09840325,116.689295768396
KOTA BALIKPAPAN,KALIMANTAN TIMUR,-1.2398711,116.8593379
KOTA BONTANG,KALIMANTAN TIMUR,0.1236548,117.471708
KOTA SAMARINDA,KALIMANTAN TIMUR,-0.5017804,117.1393089
KABUPATEN BANGGAI,SULAWESI TENGAH,-0.9210461,122.6975066
KABUPATEN BANGGAI KEPULAUAN,SULAWESI TENGAH,-1.3518454,123.1808567
KABUPATEN BANGGAI LAUT,SULAWESI TENGAH,-1.8428484,123.10241155691
KABUPATEN BUOL,SULAWESI TENGAH,1.0123735,121.3120524
KABUPATEN DONGGALA,SULAWESI TENGAH,-1.04261765,119.674469265066
KABUPATEN MOROWALI,SULAWESI TENGAH,-1.89342,121.25473
KABUPATEN MOROWALI UTARA,SULAWESI TENGAH,-1.7207,121.24649
KABUPATEN PARIGI MOUTONG,SULAWESI TENGAH,-0.23836055,119.95993110541
KABUPATEN POSO,SULAWESI TENGAH,-1.39371,120.7450172
KABUPATEN SIGI,SULAWESI TENGAH,-1.3211588,119.9987265
KABUPATEN TOJO UNA-UNA,SULAWESI TENGAH,-1.21313785,121.619607457631
KABUPATEN TOLI-TOLI,SULAWESI TENGAH,0.9702058,120.8756469
KOTA PALU,SULAWESI TENGAH,-0.8917,119.8707
